"JAWA TIMUR",216139,222168,225900,233472,230565,240911,243840,246687,223641,231914,236455,240180,246077,272645,282265,296061,255319,260752,272436,279054,250804,266469,277349,287852,305759,310555,317234,317483,290587,294266,306255,309418,298341,302757,311891,313653,328596,344429,354405,374630,316010,327215,341452,361913,322671,336315,348399,368771,88779,92152,93762,95769,74839,77532,79939,82159,81530,84549,85307,88992,98086,99941,102744,103272,84218,87245,89057,89738,91287,93833,96225,96897,105971,108014,110942,111109,91740,93809,96247,96788,99346,101415,104110,104574,113113,115011,118612,125139,98419,101242,104924,111568,106462,108825,112510,119136,265203,278653,287582,293391,250530,269294,278429,286798,NA,NA,NA,NA,304918,314320,319662,329241,305404,318443,323779,328846,305171,316463,321762,329172,344164,372585,385009,399334,339537,347997,361493,368793,342091,360302,373574,384750,411731,418570,428175,428593,382327,388075,402503,406206,397687,404172,416001,418227,441709,459440,473017,499769,414429,428457,446375,473481,429133,445140,460909,487907
"BANTEN",235211,248503,256536,261285,241250,254860,262861,264755,237129,250522,261057,262442,271750,292643,316089,331095,274157,279609,293446,301349,272551,288655,308915,322255,344073,358473,374474,376950,304403,323479,342546,355550,331601,347368,364725,370293,390893,405526,421343,444996,364081,369466,387733,400849,382584,395258,412182,433368,109643,117170,120516,121618,77247,81732,84904,86952,99354,105914,106892,110923,124857,128495,132429,137476,89431,93430,96862,104616,114201,118333,122153,127852,140545,148725,153303,155147,107604,110445,118175,118937,131126,137728,143367,144818,158218,161474,166426,172532,121444,127748,133579,144108,147779,152225,158185,165380,273828,300109,315239,324902,242331,264632,281925,296241,NA,NA,NA,NA,344855,365672,377052,382903,318497,336592,347765,351708,336483,356436,367949,373365,396608,421137,448518,468572,363588,373039,390309,405965,386752,406988,431068,450108,484618,507198,527777,532096,412007,433925,460721,474487,462727,485096,508092,515111,549111,567000,587768,617527,485525,497213,521311,544957,530363,547483,570367,598748
"BALI",226679,231680,237835,242429,214350,222166,230108,233243,221931,228017,234393,238822,252294,252299,263613,268910,245927,251306,264685,267058,249883,251921,263995,268274,278769,292350,307459,309933,269879,271679,280900,284541,275834,285920,298945,302154,321245,325747,346903,367036,291311,302550,318169,334827,312020,319095,338417,357640,106320,109874,110736,114998,89655,92052,92552,94790,99903,103011,104574,107576,118321,118820,123953,125078,99414,99519,108143,109674,111504,112143,118604,120176,130026,131942,135611,141701,113240,115867,120391,122774,124790,126986,130889,136013,145944,148574,152669,163784,126411,127328,131527,141203,140201,142437,146604,157398,287551,298449,310321,316235,249446,261613,271646,279140,NA,NA,NA,NA,332999,341554,348571,357427,304005,314218,322660,328033,321834,331028,338967,346398,370615,371118,387566,393989,345342,350826,372828,376733,361387,364064,382599,388451,408795,424292,443070,451634,383118,387546,401291,407316,400624,412906,429834,438167,467189,474322,499572,530820,417722,429877,449697,476031,452221,461532,485021,515038
"NUSA TENGGARA BARAT",238797,244162,251734,252343,232281,238879,249490,249501,235036,241112,250371,250737,259057,267116,279003,284496,255797,260052,271987,272119,257263,263301,275124,277943,294223,301167,312088,314001,280269,285008,293862,296269,286871,292522,302545,304982,325304,336346,349371,373497,311567,320916,336060,361266,318425,328699,342789,367535,89328,91123,91846,94237,71786,74588,77166,79274,79202,81577,83624,85836,96193,96581,98141,99982,81535,83335,84374,91635,88078,89389,90777,95622,102473,103921,105643,105923,93853,95683,99356,100231,98009,99662,102397,103023,109147,116509,121061,128090,101079,109465,112906,116558,105080,113012,117038,122419,286020,299886,307147,315470,243620,263107,274136,285205,NA,NA,NA,NA,328125,335284,343580,346581,304068,313466,326656,328775,314238,322689,333995,336573,355250,363697,377145,384479,337333,343387,356361,363755,345341,352690,365901,373566,396696,405087,417730,419924,374123,380691,393218,396500,384880,392184,404942,408005,434451,452855,470431,501586,412646,430381,448965,477824,423505,441711,459827,489954
"NUSA TENGGARA TIMUR",260406,265296,275382,277266,232460,240102,252012,254257,238070,245160,256245,258985,290711,292048,299104,301642,268003,268253,273466,275681,272537,273325,278911,281069,317432,337056,357134,358164,285352,289037,305029,305413,292305,299476,316130,316659,367201,385169,402228,423538,312141,333436,344813,366047,324545,344666,358224,380566,104514,109059,110757,112395,48561,50261,54709,56039,59793,62064,66702,68018,116262,117333,119421,120212,58316,60883,63119,66622,70859,73412,75987,78999,124193,130258,137255,138027,68332,69974,71183,71833,81617,84286,86875,88053,141383,146024,156513,170478,73829,75333,84266,89496,90571,92941,102599,110343,308059,321163,337367,340459,217918,234141,248606,251040,NA,NA,NA,NA,364920,374355,386139,389661,281022,290363,306721,310296,297863,307224,322947,327003,406973,409382,418525,421855,326320,329136,336584,342303,343396,346737,354898,360069,441625,467314,494388,496191,353684,359011,376212,377246,373922,383762,403005,404712,508584,531194,558741,594016,385970,408769,429079,455543,415116,437607,460823,490909
"KALIMANTAN BARAT",250029,259948,265291,275590,257337,271176,277422,289535,255104,267745,275121,285537,286049,305430,323125,331134,302069,315188,320747,326706,297455,312222,321481,328114,348116,366155,379108,382408,337213,345098,351955,353089,340782,351667,361075,362874,388798,407296,418006,445660,360819,377369,387226,407998,370423,387342,397561,421139,84546,87567,87852,90887,61456,66112,68058,71406,68511,72668,72760,77489,93137,96157,100003,103335,73552,79124,81602,87098,79764,84620,87805,92716,108409,110999,121023,122037,92007,95986,104237,105435,97773,101232,110125,111385,124543,133177,140781,146772,106543,109174,112823,121058,113031,117885,123099,130528,263058,280423,291533,307789,242321,265898,279049,294044,NA,NA,NA,NA,334575,347516,353143,366477,318792,337288,345480,360940,323615,340413,347881,363026,379187,401588,423128,434470,375621,394313,402349,413806,377219,396842,409286,420831,456525,477154,500131,504445,429220,441084,456192,458524,438555,452899,471200,474259,513341,540474,558787,592432,467362,486544,500049,529055,483454,505227,520660,551667
"KALIMANTAN TENGAH",251976,256020,264149,271490,296856,306475,316546,320315,281506,289219,299485,303541,283201,286272,290898,305217,338235,342574,347960,356962,320636,325133,328127,338032,317184,337107,358205,362579,363433,376076,397192,402086,346454,361419,382954,387865,371472,374314,392777,416222,412878,429419,451136,478269,396514,407871,426914,453342,76698,83219,84105,85734,63814,68463,70656,72228,68220,73510,73999,76983,90018,92039,96241,98329,75766,76287,78636,83686,80900,81703,85401,89461,100845,106567,113479,116294,85750,88855,95411,96873,91794,95993,102680,104754,122681,125240,132451,140978,101865,107716,114225,124756,110468,115008,121903,131597,287333,299970,307382,316683,298172,311647,323556,338130,NA,NA,NA,NA,328674,339239,348254,357224,360670,374938,387202,392543,349726,362729,373484,380524,373219,378311,387139,403547,414002,418861,426596,440649,401536,406836,413528,427494,418029,443674,471684,478873,449184,464931,492603,498959,438248,457412,485634,492619,494153,499553,525228,557200,514743,537135,565361,603025,506982,522879,548817,584939
"KALIMANTAN SELATAN",229677,235422,248602,257170,255023,271860,286982,294159,244281,256417,270862,278536,268327,282483,288601,294677,302037,309046,313712,323191,287959,297743,302854,310496,312945,322321,337851,341730,335341,354054,370662,374563,325590,340430,355813,360394,356053,362027,379337,399109,384188,389770,411135,431084,371204,376894,396308,415976,124426,136370,137860,141992,76943,81112,83630,86488,97068,104532,106618,110736,144125,152307,152617,153198,91060,98337,100783,101478,114464,122231,124920,125666,157348,161445,165897,167122,108587,116394,119592,121152,131631,137693,141449,143292,171187,174014,180716,189362,126184,127523,133660,141833,147946,150151,156765,165254,298518,313691,322006,336782,272614,290576,298656,313954,NA,NA,NA,NA,354103,371793,386462,399162,331966,352972,370612,380647,341349,360949,377480,389272,412452,434791,441218,447876,393097,407382,414494,424670,402423,419974,427774,436162,470293,483766,503748,508852,443928,470447,490254,495715,457221,478123,497262,503686,527240,536041,560053,588472,510372,517293,544795,572917,519150,527045,553073,581230
"KALIMANTAN TIMUR",337970,348480,359194,370609,333612,348598,364879,375619,336356,348524,363918,372417,387723,391088,394601,411445,391851,410491,424731,435063,389151,398030,405108,419549,422701,437601,453545,462661,441376,465407,483135,486520,429165,446840,463823,470589,479168,488748,507661,541868,498601,509282,526674,556626,485445,495785,513874,546669,147917,156071,160459,164529,119387,128016,131096,134422,137353,145683,147287,154269,168156,173713,181664,190174,140868,144007,145280,154524,158943,163838,169596,178650,191520,205447,212425,212738,156075,162946,169485,169549,179991,191850,198479,199033,216656,218138,224534,230245,175035,183628,191875,201939,203590,207438,214334,221451,401132,435313,448220,459004,349935,389784,404554,420427,NA,NA,NA,NA,485887,504551,519653,535137,452999,476614,495975,510041,473709,494207,511205,526686,555880,564801,576265,601619,532719,554497,570012,589588,548094,561868,574704,598200,614221,643047,665970,675399,597451,628354,652620,656069,609156,638690,662302,669622,695824,706886,732195,772112,673636,692910,718550,758565,689035,703223,728208,768120
"KALIMANTAN UTARA",342729,355117,367378,379442,339904,351534,372825,386598,341484,353538,367944,382698,396530,423315,432127,471678,400086,410855,413858,430969,398122,418003,423796,454542,495678,514485,526226,532518,453445,453992,460249,471012,478280,488970,499050,508699,546681,556182,591239,616790,484174,496468,525335,548026,522517,531302,566292,590192,146400,150144,156536,160057,118587,126110,127155,131706,134137,139548,145670,147868,166407,172487,172564,175652,137160,143692,147823,150711,153917,160302,162252,165958,183982,184597,188266,190960,156288,169923,172338,178749,173136,178863,181985,186264,192586,205658,213278,217984,181789,188114,194647,202380,188477,199041,206622,212374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489129,505262,523914,539499,458490,477645,499980,518305,475621,493086,513614,530566,562937,595802,604691,647330,537246,554548,561681,581681,552039,578305,586048,620500,679660,699082,714492,723478,609733,623915,632586,649761,651416,667833,681035,694963,739267,761840,804517,834774,665963,684582,719982,750406,710994,730343,772914,802566
"SULAWESI UTARA",217995,224280,232497,234016,240942,249892,255577,255908,230475,238209,246007,246173,246203,246744,253610,263853,267177,270008,276149,286801,257489,259010,265096,275123,277347,283576,300906,306074,295007,297736,301162,307159,286215,290623,301032,306583,319561,326632,336174,357703,316222,320933,327019,348939,317970,323997,331904,353727,72825,78098,79831,79988,58235,61176,66408,66457,64890,68895,71471,72811,83126,85186,86738,88912,69659,70138,71873,74105,76021,77393,79322,81782,92261,94021,95077,96428,77187,84147,84796,85659,85067,89301,90165,91444,96597,96796,97296,103035,88413,90517,92570,97931,92835,93933,95112,100742,242840,255566,265093,269212,233415,245872,257845,264321,NA,NA,NA,NA,290820,302378,312328,314004,299177,311068,321985,322366,295365,307104,317478,318984,329330,331931,340347,352765,336837,340146,348023,360907,333510,336403,344418,356906,369608,377597,395983,402502,372194,381883,385957,392818,371282,379924,391197,398027,416158,423427,433470,460738,404635,411450,419589,446871,410805,417930,427016,454469
"SULAWESI TENGAH",249419,264458,275962,281450,261524,277186,291258,294686,258520,274027,289910,291528,295576,308042,309458,311845,297929,312051,314521,326791,297375,311145,313190,322860,326695,349776,354798,356510,340726,360828,366541,375369,336739,357664,363287,370310,367691,373960,388768,412305,386603,391001,410179,427956,380991,385989,404034,423390,108979,112038,115108,117962,70332,75894,79134,81972,79923,84865,85749,91246,120877,122686,124955,125852,85168,88588,91186,91243,94388,97377,100595,101178,130498,131660,135083,136249,93145,99359,101230,103319,104297,108863,111340,113352,138692,142414,149250,153690,105631,109351,115486,124605,115881,119619,126217,133793,298646,324072,336900,349978,265582,293567,303975,321009,NA,NA,NA,NA,358399,376496,391070,399413,331855,353080,370392,376658,338443,358892,375659,382774,416453,430728,434414,437697,383097,400639,405707,418035,391763,408522,413785,424039,457193,481436,489881,492758,433870,460187,467770,478687,441036,466527,474627,483662,506383,516374,538018,565994,492234,500351,525665,552561,496872,505608,530251,557183
"SULAWESI SELATAN",181842,186893,193372,196645,190563,201779,209095,210928,187304,196217,203918,205767,204192,209432,218173,230867,215790,226047,236336,240452,211452,219551,229289,236638,238425,251107,257455,265149,254134,260579,268024,275659,247704,256826,263690,271199,276910,286095,298268,316179,281013,288566,300359,316911,279240,287467,299433,316597,80321,87247,88304,90023,49612,52745,54579,56501,61087,65637,66683,69594,92452,94402,96376,96857,58643,61741,63581,65796,72009,74807,77256,79099,100572,103663,105906,110314,68088,70484,71719,75132,82176,84729,86574,90832,112894,117656,120903,127538,77317,79900,83054,88302,93251,96988,100322,106355,221892,235488,240276,246416,192161,207023,211271,219109,NA,NA,NA,NA,262163,274140,281676,286669,240175,254524,263674,267428,248391,261854,270601,275361,296644,303834,314549,327725,274434,287788,299917,306250,283461,294358,306545,315737,338997,354770,363361,375463,322223,331063,339743,350791,329880,341555,350264,362031,389804,403751,419172,443717,358330,368465,383414,405213,372491,384455,399755,422952
"SULAWESI TENGGARA",190438,200424,205281,209281,196016,204787,212249,215718,194409,203530,210619,213918,211529,218461,220497,232433,217357,227757,230677,240343,215619,224360,226889,237715,242594,255355,264082,274804,247687,262555,271154,276410,245761,259888,268511,275884,281207,293509,301800,324704,284561,297786,305321,327126,283400,296298,304126,326264,79264,81806,84546,85004,56620,59583,59712,61261,63144,65986,66669,68243,86299,90163,90744,91842,62382,67739,68026,71248,69990,75898,76729,79013,94284,100880,101982,109035,73510,77510,78865,83714,81641,86578,87933,92645,112976,116823,118643,126476,85263,88060,89413,94558,95189,98446,100011,106200,215910,240089,241921,254015,200058,221905,226220,238745,NA,NA,NA,NA,269703,282230,289827,294286,252636,264371,271961,276978,257553,269516,277288,282161,297829,308624,311241,324276,279739,295496,298702,311592,285609,300258,303618,316729,336877,356235,366063,383839,321197,340065,350019,360123,327402,346466,356444,368529,394183,410332,420442,451180,369824,385845,394734,421684,378589,394744,404137,432464
"GORONTALO",191995,201515,209232,211756,207980,216687,224958,226546,202433,211422,219469,221772,221124,233999,237890,246148,233542,242180,249937,255886,229465,239329,245508,252117,255870,261635,279230,281726,259698,279108,292558,298431,258158,272431,287272,291402,292463,298372,307264,321061,310257,315316,324541,342791,303108,308586,317319,333794,71293,73066,75076,75400,55866,58476,59232,59453,61220,63539,64764,65196,77368,78933,80305,81220,61514,62173,64790,67246,67265,68377,70788,73011,83130,91439,91971,94014,68899,72832,74253,75481,74912,80678,81718,83441,97496,102847,106015,115590,78352,83491,85647,89278,86719,91919,94588,101167,224622,237600,246633,250157,219827,232048,241936,246290,NA,NA,NA,NA,263288,274581,284308,287156,263846,275163,284190,285999,263653,274961,284233,286968,298492,312931,318195,327369,295057,304353,314727,323133,296730,307706,316296,325129,339000,353074,371201,375740,328597,351940,366811,373911,333070,353109,368990,374843,389959,401219,413279,436651,388609,398806,410188,432069,389827,400505,411907,434961
"SULAWESI BARAT",204476,212226,215503,220419,209873,221332,230339,233676,208787,219500,227208,230960,233411,255318,255642,259387,240903,247744,248042,249420,239358,249544,249788,251463,261198,266109,277068,278234,252528,262158,268940,270167,254518,262966,270655,271458,286970,299813,317189,334024,278145,297024,313544,327816,279747,297545,314221,329203,52529,56854,57721,59698,53237,58262,60001,62063,53095,57979,59632,61558,61766,63058,65681,67038,63946,67392,70469,74140,63493,66374,69333,72578,67608,74540,77925,78733,75486,77679,80755,82102,73626,76976,80088,81416,81929,82480,87516,94951,85163,87574,91833,98484,84504,86540,90966,97774,218429,230973,235934,245959,211850,228346,233215,246695,NA,NA,NA,NA,257004,269080,273224,280117,263110,279594,290340,295739,261882,277479,286840,292518,295178,318376,321324,326426,304849,315137,318512,323561,302851,315918,319121,324042,328806,340649,354993,356967,328014,339838,349695,352269,328144,339942,350743,352874,368899,382292,404705,428974,363308,384598,405377,426299,364251,384085,405187,426977
"MALUKU",293811,294604,301282,309375,315018,320259,327734,333547,306768,310278,318165,324381,319133,341556,342923,356495,342515,347373,351733,364361,333356,345090,348099,361160,380992,399149,407169,423608,388514,424033,428902,433906,385303,414480,419778,429678,431414,441674,460569,495440,440977,457656,473778,497638,436876,450442,468335,496691,106536,110325,111698,115413,84158,85243,87443,90151,92864,95001,96137,100275,118510,119996,124804,127820,93271,96192,96604,102147,103508,106124,108357,113012,139398,146707,151053,160453,111187,118574,123188,132591,123475,130898,135419,144007,165150,171643,178780,187267,139669,142688,151424,166486,150854,155467,162991,175765,315012,358068,362783,369738,285967,339466,345536,355478,NA,NA,NA,NA,400347,404929,412980,424788,399176,405502,415177,423698,399632,405279,414302,424656,437644,461552,467727,484316,435787,443565,448337,466508,436864,451214,456456,474172,520390,545855,558222,584061,499701,542606,552090,566497,508778,545378,555197,573685,596564,613316,639349,682707,580646,600344,625202,664124,587730,605909,631326,672456
"MALUKU UTARA",279379,292989,301209,311558,273858,289208,298037,301999,275361,290237,295078,304466,315481,318011,330654,331690,303436,307493,320771,329212,306642,310354,323639,329899,352536,358394,360482,364415,343631,344340,357381,361627,346075,348361,358264,362406,383780,398678,405708,429919,376259,390416,396637,420428,378475,392506,399127,423139,81553,85550,89579,93810,63930,67117,73252,77455,68726,72134,81476,82024,94931,95786,98243,118003,80348,83421,84786,86329,84356,86985,88628,95381,121938,125670,128282,130288,89184,91693,94698,97954,98575,101087,104375,107190,132670,134553,136264,143872,102193,104581,106751,111933,110900,112927,115255,121138,284374,317176,321231,339561,248026,281482,286242,307374,NA,NA,NA,NA,360933,378538,390788,405368,337789,356325,371289,379454,344087,362371,376554,386490,410412,413797,428897,449693,383784,390914,405558,415541,390998,397339,412267,425280,474475,484064,488764,494703,432815,436033,452080,459580,444650,449448,462639,469596,516450,533231,541972,573792,478452,494997,503388,532361,489375,505433,514382,544277
"PAPUA BARAT",328107,346945,355672,370573,358458,374902,382574,391900,346975,364325,372548,384627,375359,378551,383367,421470,397246,404857,407711,439399,389400,395479,398435,432692,433054,448816,453352,458403,447368,456010,470084,471297,441803,453232,463545,465715,474175,493825,509314,535410,476185,491591,500372,525865,475394,492485,503916,529916,123915,131755,132055,137689,76749,82321,84422,89046,94594,101023,102419,108341,140489,144831,146928,162059,91318,94229,98229,105223,110377,114383,117927,128283,164353,169463,176386,177136,107703,115627,126202,130993,131510,138104,147343,150672,180703,189323,190854,206365,137459,138294,141193,156596,156024,160036,161688,178241,382905,414900,416158,440241,355839,389163,389812,423701,NA,NA,NA,NA,452022,478699,487727,508262,435207,457222,466996,480945,441569,465348,474967,492968,515849,523381,530295,583530,488564,499086,505941,544623,499777,509862,516362,560975,597406,618279,629738,635539,555072,571637,596286,602290,573313,591336,610888,616387,654878,683148,700168,741776,613644,629885,641565,682461,631418,652521,665604,708157
"PAPUA",289615,290712,305903,314057,307562,310937,328157,336344,302807,305579,321910,331243,328874,334043,361012,378574,349305,350279,378887,392449,344637,346106,374752,388843,394446,402419,408356,419488,408203,424006,428109,443201,404631,418367,423243,437370,428098,434937,456263,493024,451443,455814,476758,507226,445607,450729,471880,503948,151082,154345,161082,165237,80533,81510,84834,88921,99224,100806,105265,108778,169493,174359,181530,188327,91981,96715,103112,107165,112904,117951,124711,129967,194298,201039,202759,202858,111915,114082,114586,119210,135468,138869,139749,143093,206605,208134,220512,230322,122067,126343,131446,138890,146352,150066,157295,165460,362401,387789,404944,408419,298395,322079,338206,340846,NA,NA,NA,NA,440697,445057,466985,479294,388095,392446,412991,425264,402031,406385,427175,440021,498368,508403,542542,566903,441287,446994,482000,499615,457541,464057,499463,518811,588744,603458,611115,622346,520117,538088,542695,562412,540099,557236,562992,580463,634703,643071,676775,723346,573510,582157,608205,646116,591959,600795,629175,669408
"INDONESIA",238278,247840,255181,259886,245357,256120,266132,270038,242241,251943,260469,264941,270856,283220,295272,303909,278277,284740,294302,299883,274544,283964,294806,302022,316687,329220,339519,342356,309287,320019,331492,335042,313232,324911,335793,339003,353767,363836,377958,401969,344277,355299,370096,391093,349474,360007,374454,397125,104263,108538,109346,112228,72524,76914,77514,80382,88535,92866,93917,97050,114765,117775,120342,121860,83218,86169,89606,92270,99933,103196,106414,108647,125375,129160,132303,133121,95111,98495,101788,102860,112018,115627,118859,119943,136081,138894,143536,150380,105908,109175,114113,122077,123051,126161,131014,138422,289042,275779,318514,326853,253273,275779,286097,296681,NA,NA,NA,NA,342541,356378,364527,372114,317881,333034,343647,350420,330776,344809,354386,361991,385621,400995,415614,425770,361496,370910,383908,392154,374477,387160,401220,410669,442063,458380,471822,475477,404398,418515,433281,437902,425250,440538,454652,458946,489848,502730,521494,552349,450185,464474,484209,513170,472525,486168,505468,535547
